,cc,dnssec,dnssec_algo,deploy360,ns,authoritative,ip,af,asn4,asn6,region,anycast_provider,anycast_provider_ratio,out_region,out_region_4,out_region_6,anycast,anycast_4,anycast_6
288,SD,False,,False,ANS2.CANAR.SD,True,196.29.164.14,4,33788,,afrinic,,,44.44444444444444,33.33333333333333,66.66666666666666,66.66666666666666,50.0,100.0
289,SD,False,,False,NS-SD.AFRINIC.NET,True,196.216.168.26,4,37177,,afrinic,afrinic,afrinic,44.44444444444444,33.33333333333333,66.66666666666666,66.66666666666666,50.0,100.0
290,SD,False,,False,NS-SD.AFRINIC.NET,True,2001:43f8:120:0:0:0:0:26,6,37177,37177,afrinic,afrinic,"afrinic,afrinic",44.44444444444444,33.33333333333333,66.66666666666666,66.66666666666666,50.0,100.0
291,SD,False,,False,PCH.SIS.SD,True,2001:500:14:6097:ad:0:0:1,6,37177,42,arin,pch,"afrinic,afrinic,pch",44.44444444444444,33.33333333333333,66.66666666666666,66.66666666666666,50.0,100.0
292,SD,False,,False,PCH.SIS.SD,True,204.61.216.97,4,42,42,arin,pch,"afrinic,afrinic,pch,pch",44.44444444444444,33.33333333333333,66.66666666666666,66.66666666666666,50.0,100.0
293,SD,False,,False,SD.CCTLD.AUTHDNS.RIPE.NET,True,193.0.9.109,4,197000,42,ripencc,ripe,"afrinic,afrinic,pch,pch,ripe",44.44444444444444,33.33333333333333,66.66666666666666,66.66666666666666,50.0,100.0
294,SD,False,,False,SD.CCTLD.AUTHDNS.RIPE.NET,True,2001:67c:e0:0:0:0:0:109,6,197000,197000,ripencc,ripe,"afrinic,afrinic,pch,pch,ripe,ripe",44.44444444444444,33.33333333333333,66.66666666666666,66.66666666666666,50.0,100.0
295,SL,False,,False,NS1.NEOIP.COM,True,45.83.41.38,4,204548,,ripencc,,,100.0,100.0,0.0,0.0,0.0,0.0
296,SL,False,,False,NS2.NEOIP.COM,True,64.202.189.47,4,26496,,arin,,,100.0,100.0,0.0,0.0,0.0,0.0
297,SN,True,ECDSA Curve P-256 with SHA-256,True,CENSVRNS0001.IRD.FR,True,91.203.32.147,4,44850,,ripencc,,,71.42857142857143,60.0,100.0,28.57142857142857,20.0,50.0
298,SN,True,ECDSA Curve P-256 with SHA-256,True,NS-SN.NIC.FR,True,194.0.9.1,4,24842486,,ripencc,,,71.42857142857143,60.0,100.0,28.57142857142857,20.0,50.0
299,SN,True,ECDSA Curve P-256 with SHA-256,True,NS-SN.NIC.FR,True,2001:678:c:0:0:0:0:1,6,24842486,24842486,ripencc,,,71.42857142857143,60.0,100.0,28.57142857142857,20.0,50.0
300,SN,True,ECDSA Curve P-256 with SHA-256,True,NS.UCAD.SN,True,196.1.95.1,4,8346,24842486,afrinic,,,71.42857142857143,60.0,100.0,28.57142857142857,20.0,50.0
301,SN,True,ECDSA Curve P-256 with SHA-256,True,NS1.SONATEL.SN,True,213.154.64.11,4,8346,24842486,afrinic,,,71.42857142857143,60.0,100.0,28.57142857142857,20.0,50.0
302,SN,True,ECDSA Curve P-256 with SHA-256,True,SN.CCTLD.AUTHDNS.RIPE.NET,True,193.0.9.111,4,197000,24842486,ripencc,ripe,ripe,71.42857142857143,60.0,100.0,28.57142857142857,20.0,50.0
303,SN,True,ECDSA Curve P-256 with SHA-256,True,SN.CCTLD.AUTHDNS.RIPE.NET,True,2001:67c:e0:0:0:0:0:111,6,197000,197000,ripencc,ripe,"ripe,ripe",71.42857142857143,60.0,100.0,28.57142857142857,20.0,50.0
304,SO,False,,False,D.NIC.SO,True,196.216.168.54,4,37177,,afrinic,afrinic,afrinic,50.0,50.0,50.0,100.0,100.0,100.0
305,SO,False,,False,D.NIC.SO,True,2001:43f8:120:0:0:0:0:54,6,37177,37177,afrinic,afrinic,"afrinic,afrinic",50.0,50.0,50.0,100.0,100.0,100.0
306,SO,False,,False,E.NIC.SO,True,2001:500:14:6101:ad:0:0:1,6,37177,42,arin,pch,"afrinic,afrinic,pch",50.0,50.0,50.0,100.0,100.0,100.0
307,SO,False,,False,E.NIC.SO,True,204.61.216.101,4,42,42,arin,pch,"afrinic,afrinic,pch,pch",50.0,50.0,50.0,100.0,100.0,100.0
308,SS,True,RSA/SHA-256,False,B.NS.TZNIC.OR.TZ,True,196.216.162.70,4,37045,,afrinic,,,44.44444444444444,50.0,33.33333333333333,66.66666666666666,66.66666666666666,66.66666666666666
309,SS,True,RSA/SHA-256,False,B.NS.TZNIC.OR.TZ,True,2001:43f8:e0:1:0:0:0:70,6,37045,37045,afrinic,,,44.44444444444444,50.0,33.33333333333333,66.66666666666666,66.66666666666666,66.66666666666666
310,SS,True,RSA/SHA-256,False,NS-SS.AFRINIC.NET,True,196.216.168.27,4,37177,37045,afrinic,afrinic,afrinic,44.44444444444444,50.0,33.33333333333333,66.66666666666666,66.66666666666666,66.66666666666666
311,SS,True,RSA/SHA-256,False,NS-SS.AFRINIC.NET,True,2001:43f8:120:0:0:0:0:27,6,37177,37177,afrinic,afrinic,"afrinic,afrinic",44.44444444444444,50.0,33.33333333333333,66.66666666666666,66.66666666666666,66.66666666666666
312,SS,True,RSA/SHA-256,False,PCH.NIC.SS,True,2001:500:14:6130:ad:0:0:1,6,37177,42,arin,pch,"afrinic,afrinic,pch",44.44444444444444,50.0,33.33333333333333,66.66666666666666,66.66666666666666,66.66666666666666
313,SS,True,RSA/SHA-256,False,PCH.NIC.SS,True,204.61.216.130,4,42,42,arin,pch,"afrinic,afrinic,pch,pch",44.44444444444444,50.0,33.33333333333333,66.66666666666666,66.66666666666666,66.66666666666666
314,SS,True,RSA/SHA-256,False,ROOT.NIC.SS,True,196.1.4.230,4,36948,42,afrinic,pch,"afrinic,afrinic,pch,pch",44.44444444444444,50.0,33.33333333333333,66.66666666666666,66.66666666666666,66.66666666666666
315,SS,True,RSA/SHA-256,False,SSNIC.ANYCASTDNS.CZ,True,185.28.194.194,4,60592,42,ripencc,other,"afrinic,afrinic,pch,pch,other",44.44444444444444,50.0,33.33333333333333,66.66666666666666,66.66666666666666,66.66666666666666
316,SS,True,RSA/SHA-256,False,SSNIC.ANYCASTDNS.CZ,True,185.38.108.108,4,60592,42,ripencc,other,"afrinic,afrinic,pch,pch,other,other",44.44444444444444,50.0,33.33333333333333,66.66666666666666,66.66666666666666,66.66666666666666
317,ST,False,,False,DNS-AU.ST,True,119.252.188.97,4,45152,,apnic,,,100.0,100.0,100.0,0.0,0.0,0.0
318,ST,False,,False,DNS-ST.BAHNHOF.NET,True,2001:9b0:1:601:250:56ff:feb7:46,6,45152,8473,ripencc,,,100.0,100.0,100.0,0.0,0.0,0.0
319,ST,False,,False,DNS-ST.BAHNHOF.NET,True,79.136.119.20,4,8473,8473,ripencc,,,100.0,100.0,100.0,0.0,0.0,0.0
320,ST,False,,False,DNS-US.ST,True,198.105.223.67,4,36351,8473,arin,,,100.0,100.0,100.0,0.0,0.0,0.0
321,ST,False,,False,NS1.BAHNHOF.NET,True,195.178.160.2,4,8473,8473,ripencc,,,100.0,100.0,100.0,0.0,0.0,0.0
322,ST,False,,False,NS1.BAHNHOF.NET,True,2001:9b0:1:104:250:56ff:feb7:5c51,6,8473,8473,ripencc,,,100.0,100.0,100.0,0.0,0.0,0.0
323,SZ,False,,False,NS1.SISPA.ORG.SZ,True,41.77.232.4,4,37510,,afrinic,,,80.0,66.66666666666666,100.0,40.0,33.33333333333333,50.0
324,SZ,False,,False,RIP.PSG.COM,True,147.28.0.39,4,3130,,ripencc,,,80.0,66.66666666666666,100.0,40.0,33.33333333333333,50.0
325,SZ,False,,False,RIP.PSG.COM,True,2001:418:1:0:0:0:0:39,6,3130,3130,arin,,,80.0,66.66666666666666,100.0,40.0,33.33333333333333,50.0
326,SZ,False,,False,SZ.CCTLD.AUTHDNS.RIPE.NET,True,193.0.9.114,4,197000,3130,ripencc,ripe,ripe,80.0,66.66666666666666,100.0,40.0,33.33333333333333,50.0
327,SZ,False,,False,SZ.CCTLD.AUTHDNS.RIPE.NET,True,2001:67c:e0:0:0:0:0:114,6,197000,197000,ripencc,ripe,"ripe,ripe",80.0,66.66666666666666,100.0,40.0,33.33333333333333,50.0
328,TD,False,,False,NS-TD.AFRINIC.NET,True,196.216.168.31,4,37177,,afrinic,afrinic,afrinic,57.14285714285714,50.0,66.66666666666666,57.14285714285714,50.0,66.66666666666666
329,TD,False,,False,NS-TD.AFRINIC.NET,True,2001:43f8:120:0:0:0:0:31,6,37177,37177,afrinic,afrinic,"afrinic,afrinic",57.14285714285714,50.0,66.66666666666666,57.14285714285714,50.0,66.66666666666666
330,TD,False,,False,NS.COCCA.FR,True,185.17.236.93,4,61025,37177,ripencc,afrinic,"afrinic,afrinic",57.14285714285714,50.0,66.66666666666666,57.14285714285714,50.0,66.66666666666666
331,TD,False,,False,NS.COCCA.FR,True,2a03:dd40:3:0:0:0:0:93,6,61025,61025,ripencc,afrinic,"afrinic,afrinic",57.14285714285714,50.0,66.66666666666666,57.14285714285714,50.0,66.66666666666666
332,TD,False,,False,NSA.NIC.TD,True,154.68.159.246,4,328104,61025,afrinic,afrinic,"afrinic,afrinic",57.14285714285714,50.0,66.66666666666666,57.14285714285714,50.0,66.66666666666666
333,TD,False,,False,PCH.NIC.TD,True,2001:500:14:6129:ad:0:0:1,6,328104,42,arin,pch,"afrinic,afrinic,pch",57.14285714285714,50.0,66.66666666666666,57.14285714285714,50.0,66.66666666666666
334,TD,False,,False,PCH.NIC.TD,True,204.61.216.129,4,42,42,arin,pch,"afrinic,afrinic,pch,pch",57.14285714285714,50.0,66.66666666666666,57.14285714285714,50.0,66.66666666666666
335,TG,False,,False,NS1.ADMIN.NET,True,198.73.186.1,4,54044,,arin,,,75.0,62.5,100.0,0.0,0.0,0.0
336,TG,False,,False,NS1.NIC.TG,True,41.207.188.36,4,24691,,afrinic,,,75.0,62.5,100.0,0.0,0.0,0.0
337,TG,False,,False,NS2.ADMIN.NET,False,108.61.25.122,4,20473,,arin,,,75.0,62.5,100.0,0.0,0.0,0.0
338,TG,False,,False,NS2.ADMIN.NET,False,2001:19f0:300:1007:0:0:0:cafe,6,20473,20473,arin,,,75.0,62.5,100.0,0.0,0.0,0.0
339,TG,False,,False,NS2.NIC.TG,True,80.248.68.12,4,30982,20473,afrinic,,,75.0,62.5,100.0,0.0,0.0,0.0
340,TG,False,,False,NS3.ADMIN.NET,True,2001:41d0:2:8adf:0:0:0:2,6,30982,16276,ripencc,,,75.0,62.5,100.0,0.0,0.0,0.0
341,TG,False,,False,NS3.ADMIN.NET,True,87.98.180.44,4,16276,16276,ripencc,,,75.0,62.5,100.0,0.0,0.0,0.0
342,TG,False,,False,NS4.ADMIN.NET,True,103.25.58.26,4,136557,16276,apnic,,,75.0,62.5,100.0,0.0,0.0,0.0
343,TG,False,,False,NS4.ADMIN.NET,True,2406:d501:0:0:0:0:47e3:2a7c,6,136557,136557,apnic,,,75.0,62.5,100.0,0.0,0.0,0.0
344,TG,False,,False,NS5.ADMIN.NET,False,188.165.33.42,4,16276,136557,ripencc,,,75.0,62.5,100.0,0.0,0.0,0.0
345,TG,False,,False,NS5.ADMIN.NET,False,2001:41d0:8:5c79:0:0:0:3,6,16276,16276,ripencc,,,75.0,62.5,100.0,0.0,0.0,0.0
346,TG,False,,False,TLD.CAFE.TG,True,80.248.64.20,4,30982,16276,afrinic,,,75.0,62.5,100.0,0.0,0.0,0.0
347,TN,True,RSA/SHA-256,True,NS-TN.AFRINIC.NET,True,196.216.168.25,4,37177,,afrinic,afrinic,afrinic,50.0,50.0,50.0,33.33333333333333,33.33333333333333,33.33333333333333
348,TN,True,RSA/SHA-256,True,NS-TN.AFRINIC.NET,True,2001:43f8:120:0:0:0:0:25,6,37177,37177,afrinic,afrinic,"afrinic,afrinic",50.0,50.0,50.0,33.33333333333333,33.33333333333333,33.33333333333333
349,TN,True,RSA/SHA-256,True,NS1.ATI.TN,True,2c0f:fab0:ffff:4:41:228:62:63,6,37177,5438,afrinic,afrinic,"afrinic,afrinic",50.0,50.0,50.0,33.33333333333333,33.33333333333333,33.33333333333333
350,TN,True,RSA/SHA-256,True,NS1.ATI.TN,True,41.228.62.63,4,37551,5438,afrinic,afrinic,"afrinic,afrinic",50.0,50.0,50.0,33.33333333333333,33.33333333333333,33.33333333333333
351,TN,True,RSA/SHA-256,True,NS2.ATI.TN,True,2c0f:fab0:ffff:5:41:228:63:62,6,37551,5438,afrinic,afrinic,"afrinic,afrinic",50.0,50.0,50.0,33.33333333333333,33.33333333333333,33.33333333333333
352,TN,True,RSA/SHA-256,True,NS2.ATI.TN,True,41.228.63.62,4,37551,5438,afrinic,afrinic,"afrinic,afrinic",50.0,50.0,50.0,33.33333333333333,33.33333333333333,33.33333333333333
353,TN,True,RSA/SHA-256,True,NS2.NIC.FR,True,192.93.0.4,4,2486,5438,ripencc,afrinic,"afrinic,afrinic",50.0,50.0,50.0,33.33333333333333,33.33333333333333,33.33333333333333
354,TN,True,RSA/SHA-256,True,NS2.NIC.FR,True,2001:660:3005:1:0:0:1:2,6,2486,2486,ripencc,afrinic,"afrinic,afrinic",50.0,50.0,50.0,33.33333333333333,33.33333333333333,33.33333333333333
355,TN,True,RSA/SHA-256,True,PCH.ATI.TN,True,2001:500:14:6004:ad:0:0:1,6,2486,42,arin,pch,"afrinic,afrinic,pch",50.0,50.0,50.0,33.33333333333333,33.33333333333333,33.33333333333333
356,TN,True,RSA/SHA-256,True,PCH.ATI.TN,True,204.61.216.94,4,42,42,arin,pch,"afrinic,afrinic,pch,pch",50.0,50.0,50.0,33.33333333333333,33.33333333333333,33.33333333333333
357,TN,True,RSA/SHA-256,True,RIP.PSG.COM,True,147.28.0.39,4,3130,42,ripencc,pch,"afrinic,afrinic,pch,pch",50.0,50.0,50.0,33.33333333333333,33.33333333333333,33.33333333333333
358,TN,True,RSA/SHA-256,True,RIP.PSG.COM,True,2001:418:1:0:0:0:0:39,6,3130,3130,arin,pch,"afrinic,afrinic,pch,pch",50.0,50.0,50.0,33.33333333333333,33.33333333333333,33.33333333333333
359,TZ,True,RSA/SHA-512,True,D.EXT.NIC.CZ,True,193.29.206.2,4,20007025192,,ripencc,,,66.66666666666666,66.66666666666666,66.66666666666666,50.0,50.0,50.0
360,TZ,True,RSA/SHA-512,True,D.EXT.NIC.CZ,True,2001:678:1:0:0:0:0:2,6,20007025192,20007025192,ripencc,,,66.66666666666666,66.66666666666666,66.66666666666666,50.0,50.0,50.0
361,TZ,True,RSA/SHA-512,True,FORK.STH.DNSNODE.NET,True,2a01:3f0:0:306:0:0:0:53,6,20007025192,8674,ripencc,dnsnode,dnsnode,66.66666666666666,66.66666666666666,66.66666666666666,50.0,50.0,50.0
362,TZ,True,RSA/SHA-512,True,FORK.STH.DNSNODE.NET,True,77.72.229.254,4,8674,8674,ripencc,dnsnode,"dnsnode,dnsnode",66.66666666666666,66.66666666666666,66.66666666666666,50.0,50.0,50.0
363,TZ,True,RSA/SHA-512,True,NS-TZ.AFRINIC.NET,True,196.216.168.20,4,37177,8674,afrinic,afrinic,"dnsnode,dnsnode,afrinic",66.66666666666666,66.66666666666666,66.66666666666666,50.0,50.0,50.0
364,TZ,True,RSA/SHA-512,True,NS-TZ.AFRINIC.NET,True,2001:43f8:120:0:0:0:0:20,6,37177,37177,afrinic,afrinic,"dnsnode,dnsnode,afrinic,afrinic",66.66666666666666,66.66666666666666,66.66666666666666,50.0,50.0,50.0
365,TZ,True,RSA/SHA-512,True,NS.ANYCAST.CO.TZ,True,2001:500:14:6015:ad:0:0:1,6,37177,42,arin,pch,"dnsnode,dnsnode,afrinic,afrinic,pch",66.66666666666666,66.66666666666666,66.66666666666666,50.0,50.0,50.0
366,TZ,True,RSA/SHA-512,True,NS.ANYCAST.CO.TZ,True,204.61.216.15,4,42,42,arin,pch,"dnsnode,dnsnode,afrinic,afrinic,pch,pch",66.66666666666666,66.66666666666666,66.66666666666666,50.0,50.0,50.0
367,TZ,True,RSA/SHA-512,True,NS2.TZNIC.OR.TZ,True,196.216.162.67,4,37045,42,afrinic,pch,"dnsnode,dnsnode,afrinic,afrinic,pch,pch",66.66666666666666,66.66666666666666,66.66666666666666,50.0,50.0,50.0
368,TZ,True,RSA/SHA-512,True,NS2.TZNIC.OR.TZ,True,2001:43f8:e0:1:0:0:0:67,6,37045,37045,afrinic,pch,"dnsnode,dnsnode,afrinic,afrinic,pch,pch",66.66666666666666,66.66666666666666,66.66666666666666,50.0,50.0,50.0
369,TZ,True,RSA/SHA-512,True,RIP.PSG.COM,True,147.28.0.39,4,3130,37045,ripencc,pch,"dnsnode,dnsnode,afrinic,afrinic,pch,pch",66.66666666666666,66.66666666666666,66.66666666666666,50.0,50.0,50.0
370,TZ,True,RSA/SHA-512,True,RIP.PSG.COM,True,2001:418:1:0:0:0:0:39,6,3130,3130,arin,pch,"dnsnode,dnsnode,afrinic,afrinic,pch,pch",66.66666666666666,66.66666666666666,66.66666666666666,50.0,50.0,50.0
371,UG,True,RSA/SHA-256,True,ANYCAST.EAHD.OR.UG,True,2001:500:14:6060:ad:0:0:1,6,,42,arin,pch,pch,66.66666666666666,60.0,75.0,66.66666666666666,60.0,75.0
372,UG,True,RSA/SHA-256,True,ANYCAST.EAHD.OR.UG,True,204.61.216.60,4,42,42,arin,pch,"pch,pch",66.66666666666666,60.0,75.0,66.66666666666666,60.0,75.0
373,UG,True,RSA/SHA-256,True,NS-UG.AFRINIC.NET,True,196.216.168.42,4,37177,42,afrinic,afrinic,"pch,pch,afrinic",66.66666666666666,60.0,75.0,66.66666666666666,60.0,75.0
374,UG,True,RSA/SHA-256,True,NS-UG.AFRINIC.NET,True,2001:43f8:120:0:0:0:0:42,6,37177,37177,afrinic,afrinic,"pch,pch,afrinic,afrinic",66.66666666666666,60.0,75.0,66.66666666666666,60.0,75.0
375,UG,True,RSA/SHA-256,True,NS.ICANN.ORG,True,199.4.138.53,4,26710,37177,arin,afrinic,"pch,pch,afrinic,afrinic",66.66666666666666,60.0,75.0,66.66666666666666,60.0,75.0
376,UG,True,RSA/SHA-256,True,NS.ICANN.ORG,True,2001:500:89:0:0:0:0:53,6,26710,26710,arin,afrinic,"pch,pch,afrinic,afrinic",66.66666666666666,60.0,75.0,66.66666666666666,60.0,75.0
377,UG,True,RSA/SHA-256,True,ROOT.EAHD.OR.UG,True,212.88.97.132,4,20294,26710,afrinic,afrinic,"pch,pch,afrinic,afrinic",66.66666666666666,60.0,75.0,66.66666666666666,60.0,75.0
378,UG,True,RSA/SHA-256,True,UG.CCTLD.AUTHDNS.RIPE.NET,False,193.0.9.52,4,197000,26710,ripencc,ripe,"pch,pch,afrinic,afrinic,ripe",66.66666666666666,60.0,75.0,66.66666666666666,60.0,75.0
379,UG,True,RSA/SHA-256,True,UG.CCTLD.AUTHDNS.RIPE.NET,False,2001:67c:e0:0:0:0:0:52,6,197000,197000,ripencc,ripe,"pch,pch,afrinic,afrinic,ripe,ripe",66.66666666666666,60.0,75.0,66.66666666666666,60.0,75.0
380,ZA,True,RSA/SHA-256,True,NSZA.IS.CO.ZA,True,196.4.160.27,4,3741,,afrinic,,,80.0,66.66666666666666,100.0,80.0,66.66666666666666,100.0
381,ZA,True,RSA/SHA-256,True,ZA-NS.ANYCAST.PCH.NET,True,2001:500:14:6055:ad:0:0:1,6,3741,42,arin,pch,pch,80.0,66.66666666666666,100.0,80.0,66.66666666666666,100.0
382,ZA,True,RSA/SHA-256,True,ZA-NS.ANYCAST.PCH.NET,True,204.61.216.55,4,42,42,arin,pch,"pch,pch",80.0,66.66666666666666,100.0,80.0,66.66666666666666,100.0
383,ZA,True,RSA/SHA-256,True,ZA1.DNSNODE.NET,True,194.146.106.78,4,8674,42,ripencc,dnsnode,"pch,pch,dnsnode",80.0,66.66666666666666,100.0,80.0,66.66666666666666,100.0
384,ZA,True,RSA/SHA-256,True,ZA1.DNSNODE.NET,True,2001:67c:1010:19:0:0:0:53,6,8674,8674,ripencc,dnsnode,"pch,pch,dnsnode,dnsnode",80.0,66.66666666666666,100.0,80.0,66.66666666666666,100.0
385,ZM,False,,True,COCCA.NIC.ZM,True,185.17.236.93,4,61025,,ripencc,,,100.0,100.0,100.0,33.33333333333333,25.0,50.0
386,ZM,False,,True,COCCA.NIC.ZM,True,2a03:dd40:3:0:0:0:0:93,6,61025,61025,ripencc,,,100.0,100.0,100.0,33.33333333333333,25.0,50.0
387,ZM,False,,True,GRANSY.NIC.ZM,True,185.28.194.194,4,60592,61025,ripencc,,,100.0,100.0,100.0,33.33333333333333,25.0,50.0
388,ZM,False,,True,GRANSY.NIC.ZM,True,185.38.108.108,4,60592,61025,ripencc,,,100.0,100.0,100.0,33.33333333333333,25.0,50.0
389,ZM,False,,True,PCH.NIC.ZM,True,2001:500:14:6073:ad:0:0:1,6,60592,42,arin,pch,pch,100.0,100.0,100.0,33.33333333333333,25.0,50.0
390,ZM,False,,True,PCH.NIC.ZM,True,204.61.216.73,4,42,42,arin,pch,"pch,pch",100.0,100.0,100.0,33.33333333333333,25.0,50.0
391,ZW,False,,False,NS1.LIQUIDTELECOM.NET,True,2c0f:fe40:0:0:5:11:11:1,6,,30844,afrinic,,,60.0,100.0,20.0,20.0,20.0,20.0
392,ZW,False,,False,NS1.LIQUIDTELECOM.NET,True,5.11.11.1,4,30844,30844,ripencc,,,60.0,100.0,20.0,20.0,20.0,20.0
393,ZW,False,,False,NS1.TELONE.CO.ZW,True,194.133.122.47,4,37204,30844,ripencc,,,60.0,100.0,20.0,20.0,20.0,20.0
394,ZW,False,,False,NS1.TELONE.CO.ZW,True,2c0f:f758:0:13:0:0:0:47,6,37204,37204,afrinic,,,60.0,100.0,20.0,20.0,20.0,20.0
395,ZW,False,,False,NS2.LIQUIDTELECOM.NET,True,2c0f:fe40:0:0:5:11:11:10,6,37204,30844,afrinic,,,60.0,100.0,20.0,20.0,20.0,20.0
396,ZW,False,,False,NS2.LIQUIDTELECOM.NET,True,5.11.11.10,4,30844,30844,ripencc,,,60.0,100.0,20.0,20.0,20.0,20.0
397,ZW,False,,False,NS2.TELONE.CO.ZW,True,194.133.122.42,4,37204,30844,ripencc,,,60.0,100.0,20.0,20.0,20.0,20.0
398,ZW,False,,False,NS2.TELONE.CO.ZW,True,2c0f:f758:0:13:0:0:0:42,6,37204,37204,afrinic,,,60.0,100.0,20.0,20.0,20.0,20.0
399,ZW,False,,False,ZW-NS.ANYCAST.PCH.NET,True,2001:500:14:6128:ad:0:0:1,6,37204,42,arin,pch,pch,60.0,100.0,20.0,20.0,20.0,20.0
400,ZW,False,,False,ZW-NS.ANYCAST.PCH.NET,True,204.61.216.128,4,42,42,arin,pch,"pch,pch",60.0,100.0,20.0,20.0,20.0,20.0
