,cc,level,module,tag
0,AO,ERROR,Connectivity,ERROR_ASN_DATABASE
1,AO,ERROR,Connectivity,ERROR_ASN_DATABASE
2,AO,ERROR,Connectivity,ERROR_ASN_DATABASE
3,AO,ERROR,Connectivity,ERROR_ASN_DATABASE
4,AO,ERROR,Connectivity,ERROR_ASN_DATABASE
5,AO,ERROR,Connectivity,ERROR_ASN_DATABASE
6,AO,ERROR,Connectivity,CN04_ERROR_PREFIX_DATABASE
7,AO,ERROR,Connectivity,CN04_ERROR_PREFIX_DATABASE
8,AO,ERROR,Connectivity,CN04_ERROR_PREFIX_DATABASE
9,AO,ERROR,Connectivity,CN04_ERROR_PREFIX_DATABASE
10,AO,ERROR,Connectivity,CN04_ERROR_PREFIX_DATABASE
11,AO,ERROR,Connectivity,CN04_ERROR_PREFIX_DATABASE
12,BF,ERROR,Connectivity,ERROR_ASN_DATABASE
13,BF,ERROR,Connectivity,ERROR_ASN_DATABASE
14,BF,ERROR,Connectivity,ERROR_ASN_DATABASE
15,BF,ERROR,Connectivity,ERROR_ASN_DATABASE
16,BF,ERROR,Connectivity,ERROR_ASN_DATABASE
17,BF,ERROR,Connectivity,ERROR_ASN_DATABASE
18,BF,ERROR,Connectivity,CN04_ERROR_PREFIX_DATABASE
19,BF,ERROR,Connectivity,CN04_ERROR_PREFIX_DATABASE
20,BF,ERROR,Connectivity,CN04_ERROR_PREFIX_DATABASE
21,BF,ERROR,Connectivity,CN04_ERROR_PREFIX_DATABASE
22,BF,ERROR,Connectivity,CN04_ERROR_PREFIX_DATABASE
23,BF,ERROR,Connectivity,CN04_ERROR_PREFIX_DATABASE
24,BI,ERROR,Connectivity,ERROR_ASN_DATABASE
25,BI,ERROR,Connectivity,ERROR_ASN_DATABASE
26,BI,ERROR,Connectivity,ERROR_ASN_DATABASE
27,BI,ERROR,Connectivity,ERROR_ASN_DATABASE
28,BI,ERROR,Connectivity,ERROR_ASN_DATABASE
29,BI,ERROR,Connectivity,ERROR_ASN_DATABASE
30,BI,ERROR,Connectivity,ERROR_ASN_DATABASE
31,BI,ERROR,Connectivity,ERROR_ASN_DATABASE
32,BI,ERROR,Connectivity,CN04_ERROR_PREFIX_DATABASE
33,BI,ERROR,Connectivity,CN04_ERROR_PREFIX_DATABASE
34,BI,ERROR,Connectivity,CN04_ERROR_PREFIX_DATABASE
35,BI,ERROR,Connectivity,CN04_ERROR_PREFIX_DATABASE
36,BI,ERROR,Connectivity,CN04_ERROR_PREFIX_DATABASE
37,BI,ERROR,Connectivity,CN04_ERROR_PREFIX_DATABASE
38,BI,ERROR,Connectivity,CN04_ERROR_PREFIX_DATABASE
39,BI,ERROR,Connectivity,CN04_ERROR_PREFIX_DATABASE
40,BI,ERROR,Nameserver,BREAKS_ON_EDNS
41,BW,ERROR,Connectivity,ERROR_ASN_DATABASE
42,BW,ERROR,Connectivity,ERROR_ASN_DATABASE
43,BW,ERROR,Connectivity,ERROR_ASN_DATABASE
44,BW,ERROR,Connectivity,ERROR_ASN_DATABASE
45,BW,ERROR,Connectivity,ERROR_ASN_DATABASE
46,BW,ERROR,Connectivity,ERROR_ASN_DATABASE
47,BW,ERROR,Connectivity,CN04_ERROR_PREFIX_DATABASE
48,BW,ERROR,Connectivity,CN04_ERROR_PREFIX_DATABASE
49,BW,ERROR,Connectivity,CN04_ERROR_PREFIX_DATABASE
50,BW,ERROR,Connectivity,CN04_ERROR_PREFIX_DATABASE
51,BW,ERROR,Connectivity,CN04_ERROR_PREFIX_DATABASE
52,BW,ERROR,Connectivity,CN04_ERROR_PREFIX_DATABASE
53,BW,ERROR,Nameserver,BREAKS_ON_EDNS
54,BW,ERROR,Nameserver,BREAKS_ON_EDNS
55,CD,ERROR,Connectivity,ERROR_ASN_DATABASE
56,CD,ERROR,Connectivity,ERROR_ASN_DATABASE
57,CD,ERROR,Connectivity,ERROR_ASN_DATABASE
58,CD,ERROR,Connectivity,ERROR_ASN_DATABASE
59,CD,ERROR,Connectivity,ERROR_ASN_DATABASE
60,CD,ERROR,Connectivity,ERROR_ASN_DATABASE
61,CD,ERROR,Connectivity,ERROR_ASN_DATABASE
62,CD,ERROR,Connectivity,CN04_ERROR_PREFIX_DATABASE
63,CD,ERROR,Connectivity,CN04_ERROR_PREFIX_DATABASE
64,CD,ERROR,Connectivity,CN04_ERROR_PREFIX_DATABASE
65,CD,ERROR,Connectivity,CN04_ERROR_PREFIX_DATABASE
66,CD,ERROR,Connectivity,CN04_ERROR_PREFIX_DATABASE
67,CD,ERROR,Connectivity,CN04_ERROR_PREFIX_DATABASE
68,CD,ERROR,Connectivity,CN04_ERROR_PREFIX_DATABASE
69,CD,ERROR,Delegation,NOT_ENOUGH_IPV6_NS_CHILD
70,CD,ERROR,Delegation,EXTRA_NAME_PARENT
71,CD,ERROR,Delegation,TOTAL_NAME_MISMATCH
72,CF,ERROR,Connectivity,ERROR_ASN_DATABASE
73,CF,ERROR,Connectivity,ERROR_ASN_DATABASE
74,CF,ERROR,Connectivity,ERROR_ASN_DATABASE
75,CF,ERROR,Connectivity,ERROR_ASN_DATABASE
76,CF,ERROR,Connectivity,ERROR_ASN_DATABASE
77,CF,ERROR,Connectivity,ERROR_ASN_DATABASE
78,CF,ERROR,Connectivity,ERROR_ASN_DATABASE
79,CF,ERROR,Connectivity,ERROR_ASN_DATABASE
80,CF,ERROR,Connectivity,CN04_ERROR_PREFIX_DATABASE
81,CF,ERROR,Connectivity,CN04_ERROR_PREFIX_DATABASE
82,CF,ERROR,Connectivity,CN04_ERROR_PREFIX_DATABASE
83,CF,ERROR,Connectivity,CN04_ERROR_PREFIX_DATABASE
84,CF,ERROR,Connectivity,CN04_ERROR_PREFIX_DATABASE
85,CF,ERROR,Connectivity,CN04_ERROR_PREFIX_DATABASE
86,CF,ERROR,Connectivity,CN04_ERROR_PREFIX_DATABASE
87,CF,ERROR,Connectivity,CN04_ERROR_PREFIX_DATABASE
88,CG,ERROR,Connectivity,ERROR_ASN_DATABASE
89,CG,ERROR,Connectivity,ERROR_ASN_DATABASE
90,CG,ERROR,Connectivity,ERROR_ASN_DATABASE
91,CG,ERROR,Connectivity,ERROR_ASN_DATABASE
92,CG,ERROR,Connectivity,ERROR_ASN_DATABASE
93,CG,ERROR,Connectivity,ERROR_ASN_DATABASE
94,CG,ERROR,Connectivity,ERROR_ASN_DATABASE
95,CG,ERROR,Connectivity,ERROR_ASN_DATABASE
96,CG,ERROR,Connectivity,CN04_ERROR_PREFIX_DATABASE
97,CG,ERROR,Connectivity,CN04_ERROR_PREFIX_DATABASE
98,CG,ERROR,Connectivity,CN04_ERROR_PREFIX_DATABASE
99,CG,ERROR,Connectivity,CN04_ERROR_PREFIX_DATABASE
100,CG,ERROR,Connectivity,CN04_ERROR_PREFIX_DATABASE
101,CG,ERROR,Connectivity,CN04_ERROR_PREFIX_DATABASE
102,CG,ERROR,Connectivity,CN04_ERROR_PREFIX_DATABASE
103,CG,ERROR,Connectivity,CN04_ERROR_PREFIX_DATABASE
104,CG,ERROR,Nameserver,CASE_QUERIES_RESULTS_DIFFER
105,CM,ERROR,Connectivity,ERROR_ASN_DATABASE
106,CM,ERROR,Connectivity,ERROR_ASN_DATABASE
107,CM,ERROR,Connectivity,ERROR_ASN_DATABASE
108,CM,ERROR,Connectivity,ERROR_ASN_DATABASE
109,CM,ERROR,Connectivity,ERROR_ASN_DATABASE
110,CM,ERROR,Connectivity,ERROR_ASN_DATABASE
111,CM,ERROR,Connectivity,ERROR_ASN_DATABASE
112,CM,ERROR,Connectivity,ERROR_ASN_DATABASE
113,CM,ERROR,Connectivity,ERROR_ASN_DATABASE
114,CM,ERROR,Connectivity,ERROR_ASN_DATABASE
115,CM,ERROR,Connectivity,ERROR_ASN_DATABASE
116,CM,ERROR,Connectivity,CN04_ERROR_PREFIX_DATABASE
117,CM,ERROR,Connectivity,CN04_ERROR_PREFIX_DATABASE
118,CM,ERROR,Connectivity,CN04_ERROR_PREFIX_DATABASE
119,CM,ERROR,Connectivity,CN04_ERROR_PREFIX_DATABASE
120,CM,ERROR,Connectivity,CN04_ERROR_PREFIX_DATABASE
121,CM,ERROR,Connectivity,CN04_ERROR_PREFIX_DATABASE
122,CM,ERROR,Connectivity,CN04_ERROR_PREFIX_DATABASE
123,CM,ERROR,Connectivity,CN04_ERROR_PREFIX_DATABASE
124,CM,ERROR,Connectivity,CN04_ERROR_PREFIX_DATABASE
125,CM,ERROR,Connectivity,CN04_ERROR_PREFIX_DATABASE
126,CM,ERROR,Connectivity,CN04_ERROR_PREFIX_DATABASE
127,CM,ERROR,Nameserver,BREAKS_ON_EDNS
128,CM,ERROR,Nameserver,CASE_QUERIES_RESULTS_DIFFER
129,CV,ERROR,Connectivity,ERROR_ASN_DATABASE
130,CV,ERROR,Connectivity,ERROR_ASN_DATABASE
131,CV,ERROR,Connectivity,ERROR_ASN_DATABASE
132,CV,ERROR,Connectivity,ERROR_ASN_DATABASE
133,CV,ERROR,Connectivity,ERROR_ASN_DATABASE
134,CV,ERROR,Connectivity,ERROR_ASN_DATABASE
135,CV,ERROR,Connectivity,ERROR_ASN_DATABASE
136,CV,ERROR,Connectivity,CN04_ERROR_PREFIX_DATABASE
137,CV,ERROR,Connectivity,CN04_ERROR_PREFIX_DATABASE
138,CV,ERROR,Connectivity,CN04_ERROR_PREFIX_DATABASE
139,CV,ERROR,Connectivity,CN04_ERROR_PREFIX_DATABASE
140,CV,ERROR,Connectivity,CN04_ERROR_PREFIX_DATABASE
141,CV,ERROR,Connectivity,CN04_ERROR_PREFIX_DATABASE
142,CV,ERROR,Connectivity,CN04_ERROR_PREFIX_DATABASE
143,CV,ERROR,Nameserver,BREAKS_ON_EDNS
144,DJ,ERROR,Connectivity,ERROR_ASN_DATABASE
145,DJ,ERROR,Connectivity,ERROR_ASN_DATABASE
146,DJ,ERROR,Connectivity,ERROR_ASN_DATABASE
147,DJ,ERROR,Connectivity,CN04_ERROR_PREFIX_DATABASE
148,DJ,ERROR,Connectivity,CN04_ERROR_PREFIX_DATABASE
149,DJ,ERROR,Connectivity,CN04_ERROR_PREFIX_DATABASE
150,DJ,ERROR,Nameserver,CASE_QUERIES_RESULTS_DIFFER
151,DZ,ERROR,Connectivity,ERROR_ASN_DATABASE
152,DZ,ERROR,Connectivity,ERROR_ASN_DATABASE
153,DZ,ERROR,Connectivity,ERROR_ASN_DATABASE
154,DZ,ERROR,Connectivity,ERROR_ASN_DATABASE
155,DZ,ERROR,Connectivity,ERROR_ASN_DATABASE
156,DZ,ERROR,Connectivity,ERROR_ASN_DATABASE
157,DZ,ERROR,Connectivity,ERROR_ASN_DATABASE
158,DZ,ERROR,Connectivity,ERROR_ASN_DATABASE
159,DZ,ERROR,Connectivity,ERROR_ASN_DATABASE
160,DZ,ERROR,Connectivity,ERROR_ASN_DATABASE
161,DZ,ERROR,Connectivity,ERROR_ASN_DATABASE
162,DZ,ERROR,Connectivity,CN04_ERROR_PREFIX_DATABASE
163,DZ,ERROR,Connectivity,CN04_ERROR_PREFIX_DATABASE
164,DZ,ERROR,Connectivity,CN04_ERROR_PREFIX_DATABASE
165,DZ,ERROR,Connectivity,CN04_ERROR_PREFIX_DATABASE
166,DZ,ERROR,Connectivity,CN04_ERROR_PREFIX_DATABASE
167,DZ,ERROR,Connectivity,CN04_ERROR_PREFIX_DATABASE
168,DZ,ERROR,Connectivity,CN04_ERROR_PREFIX_DATABASE
169,DZ,ERROR,Connectivity,CN04_ERROR_PREFIX_DATABASE
170,DZ,ERROR,Connectivity,CN04_ERROR_PREFIX_DATABASE
171,DZ,ERROR,Connectivity,CN04_ERROR_PREFIX_DATABASE
172,DZ,ERROR,Connectivity,CN04_ERROR_PREFIX_DATABASE
173,DZ,ERROR,DNSSEC,DS01_DS_ALGO_DEPRECATED
174,DZ,ERROR,Nameserver,BREAKS_ON_EDNS
175,DZ,ERROR,Nameserver,BREAKS_ON_EDNS
176,DZ,ERROR,Nameserver,BREAKS_ON_EDNS
177,EG,ERROR,Connectivity,ERROR_ASN_DATABASE
178,EG,ERROR,Connectivity,ERROR_ASN_DATABASE
179,EG,ERROR,Connectivity,ERROR_ASN_DATABASE
180,EG,ERROR,Connectivity,ERROR_ASN_DATABASE
181,EG,ERROR,Connectivity,ERROR_ASN_DATABASE
182,EG,ERROR,Connectivity,CN04_ERROR_PREFIX_DATABASE
183,EG,ERROR,Connectivity,CN04_ERROR_PREFIX_DATABASE
184,EG,ERROR,Connectivity,CN04_ERROR_PREFIX_DATABASE
185,EG,ERROR,Connectivity,CN04_ERROR_PREFIX_DATABASE
186,EG,ERROR,Connectivity,CN04_ERROR_PREFIX_DATABASE
187,ER,ERROR,Connectivity,ERROR_ASN_DATABASE
188,ER,ERROR,Connectivity,ERROR_ASN_DATABASE
189,ER,ERROR,Connectivity,ERROR_ASN_DATABASE
190,ER,ERROR,Connectivity,ERROR_ASN_DATABASE
191,ER,ERROR,Connectivity,CN04_ERROR_PREFIX_DATABASE
192,ER,ERROR,Connectivity,CN04_ERROR_PREFIX_DATABASE
193,ER,ERROR,Connectivity,CN04_ERROR_PREFIX_DATABASE
194,ER,ERROR,Connectivity,CN04_ERROR_PREFIX_DATABASE
195,ER,ERROR,Delegation,NOT_ENOUGH_IPV6_NS_CHILD
196,ER,ERROR,Delegation,NOT_ENOUGH_IPV6_NS_DEL
197,ET,CRITICAL,Basic,B02_NO_WORKING_NS
198,ET,CRITICAL,System,CANNOT_CONTINUE
199,GA,ERROR,Connectivity,ERROR_ASN_DATABASE
200,GA,ERROR,Connectivity,ERROR_ASN_DATABASE
201,GA,ERROR,Connectivity,ERROR_ASN_DATABASE
202,GA,ERROR,Connectivity,ERROR_ASN_DATABASE
203,GA,ERROR,Connectivity,ERROR_ASN_DATABASE
204,GA,ERROR,Connectivity,ERROR_ASN_DATABASE
205,GA,ERROR,Connectivity,CN04_ERROR_PREFIX_DATABASE
206,GA,ERROR,Connectivity,CN04_ERROR_PREFIX_DATABASE
207,GA,ERROR,Connectivity,CN04_ERROR_PREFIX_DATABASE
208,GA,ERROR,Connectivity,CN04_ERROR_PREFIX_DATABASE
209,GA,ERROR,Connectivity,CN04_ERROR_PREFIX_DATABASE
210,GA,ERROR,Connectivity,CN04_ERROR_PREFIX_DATABASE
211,GH,ERROR,Connectivity,ERROR_ASN_DATABASE
212,GH,ERROR,Connectivity,ERROR_ASN_DATABASE
213,GH,ERROR,Connectivity,ERROR_ASN_DATABASE
214,GH,ERROR,Connectivity,ERROR_ASN_DATABASE
215,GH,ERROR,Connectivity,CN04_ERROR_PREFIX_DATABASE
216,GH,ERROR,Connectivity,CN04_ERROR_PREFIX_DATABASE
217,GH,ERROR,Connectivity,CN04_ERROR_PREFIX_DATABASE
218,GH,ERROR,Connectivity,CN04_ERROR_PREFIX_DATABASE
219,GH,ERROR,Delegation,NOT_ENOUGH_IPV6_NS_CHILD
220,GH,ERROR,Delegation,NOT_ENOUGH_IPV6_NS_DEL
221,GM,ERROR,Connectivity,ERROR_ASN_DATABASE
222,GM,ERROR,Connectivity,ERROR_ASN_DATABASE
223,GM,ERROR,Connectivity,ERROR_ASN_DATABASE
224,GM,ERROR,Connectivity,CN04_ERROR_PREFIX_DATABASE
225,GM,ERROR,Connectivity,CN04_ERROR_PREFIX_DATABASE
226,GM,ERROR,Connectivity,CN04_ERROR_PREFIX_DATABASE
227,GM,ERROR,Consistency,IN_BAILIWICK_ADDR_MISMATCH
228,GM,ERROR,Delegation,NOT_ENOUGH_IPV6_NS_CHILD
229,GM,ERROR,Delegation,NOT_ENOUGH_IPV6_NS_DEL
230,GM,ERROR,Nameserver,CAN_NOT_BE_RESOLVED
231,GN,ERROR,Connectivity,ERROR_ASN_DATABASE
232,GN,ERROR,Connectivity,ERROR_ASN_DATABASE
233,GN,ERROR,Connectivity,ERROR_ASN_DATABASE
234,GN,ERROR,Connectivity,ERROR_ASN_DATABASE
235,GN,ERROR,Connectivity,ERROR_ASN_DATABASE
236,GN,ERROR,Connectivity,ERROR_ASN_DATABASE
237,GN,ERROR,Connectivity,ERROR_ASN_DATABASE
238,GN,ERROR,Connectivity,CN04_ERROR_PREFIX_DATABASE
239,GN,ERROR,Connectivity,CN04_ERROR_PREFIX_DATABASE
240,GN,ERROR,Connectivity,CN04_ERROR_PREFIX_DATABASE
241,GN,ERROR,Connectivity,CN04_ERROR_PREFIX_DATABASE
242,GN,ERROR,Connectivity,CN04_ERROR_PREFIX_DATABASE
243,GN,ERROR,Connectivity,CN04_ERROR_PREFIX_DATABASE
244,GN,ERROR,Connectivity,CN04_ERROR_PREFIX_DATABASE
245,GQ,ERROR,Connectivity,ERROR_ASN_DATABASE
246,GQ,ERROR,Connectivity,ERROR_ASN_DATABASE
247,GQ,ERROR,Connectivity,ERROR_ASN_DATABASE
248,GQ,ERROR,Connectivity,ERROR_ASN_DATABASE
249,GQ,ERROR,Connectivity,ERROR_ASN_DATABASE
250,GQ,ERROR,Connectivity,ERROR_ASN_DATABASE
251,GQ,ERROR,Connectivity,ERROR_ASN_DATABASE
252,GQ,ERROR,Connectivity,ERROR_ASN_DATABASE
253,GQ,ERROR,Connectivity,CN04_ERROR_PREFIX_DATABASE
254,GQ,ERROR,Connectivity,CN04_ERROR_PREFIX_DATABASE
255,GQ,ERROR,Connectivity,CN04_ERROR_PREFIX_DATABASE
256,GQ,ERROR,Connectivity,CN04_ERROR_PREFIX_DATABASE
257,GQ,ERROR,Connectivity,CN04_ERROR_PREFIX_DATABASE
258,GQ,ERROR,Connectivity,CN04_ERROR_PREFIX_DATABASE
259,GQ,ERROR,Connectivity,CN04_ERROR_PREFIX_DATABASE
260,GQ,ERROR,Connectivity,CN04_ERROR_PREFIX_DATABASE
261,GW,ERROR,Connectivity,ERROR_ASN_DATABASE
262,GW,ERROR,Connectivity,ERROR_ASN_DATABASE
263,GW,ERROR,Connectivity,ERROR_ASN_DATABASE
264,GW,ERROR,Connectivity,ERROR_ASN_DATABASE
265,GW,ERROR,Connectivity,ERROR_ASN_DATABASE
266,GW,ERROR,Connectivity,ERROR_ASN_DATABASE
267,GW,ERROR,Connectivity,CN04_ERROR_PREFIX_DATABASE
268,GW,ERROR,Connectivity,CN04_ERROR_PREFIX_DATABASE
269,GW,ERROR,Connectivity,CN04_ERROR_PREFIX_DATABASE
270,GW,ERROR,Connectivity,CN04_ERROR_PREFIX_DATABASE
271,GW,ERROR,Connectivity,CN04_ERROR_PREFIX_DATABASE
272,GW,ERROR,Connectivity,CN04_ERROR_PREFIX_DATABASE
273,GW,ERROR,DNSSEC,DS03_ILLEGAL_ITERATION_VALUE
274,KE,ERROR,Connectivity,ERROR_ASN_DATABASE
275,KE,ERROR,Connectivity,ERROR_ASN_DATABASE
276,KE,ERROR,Connectivity,ERROR_ASN_DATABASE
277,KE,ERROR,Connectivity,ERROR_ASN_DATABASE
278,KE,ERROR,Connectivity,ERROR_ASN_DATABASE
279,KE,ERROR,Connectivity,ERROR_ASN_DATABASE
280,KE,ERROR,Connectivity,ERROR_ASN_DATABASE
281,KE,ERROR,Connectivity,ERROR_ASN_DATABASE
282,KE,ERROR,Connectivity,ERROR_ASN_DATABASE
283,KE,ERROR,Connectivity,ERROR_ASN_DATABASE
284,KE,ERROR,Connectivity,ERROR_ASN_DATABASE
285,KE,ERROR,Connectivity,CN04_ERROR_PREFIX_DATABASE
286,KE,ERROR,Connectivity,CN04_ERROR_PREFIX_DATABASE
287,KE,ERROR,Connectivity,CN04_ERROR_PREFIX_DATABASE
288,KE,ERROR,Connectivity,CN04_ERROR_PREFIX_DATABASE
289,KE,ERROR,Connectivity,CN04_ERROR_PREFIX_DATABASE
290,KE,ERROR,Connectivity,CN04_ERROR_PREFIX_DATABASE
291,KE,ERROR,Connectivity,CN04_ERROR_PREFIX_DATABASE
292,KE,ERROR,Connectivity,CN04_ERROR_PREFIX_DATABASE
293,KE,ERROR,Connectivity,CN04_ERROR_PREFIX_DATABASE
294,KE,ERROR,Connectivity,CN04_ERROR_PREFIX_DATABASE
295,KE,ERROR,Connectivity,CN04_ERROR_PREFIX_DATABASE
296,KE,ERROR,DNSSEC,DS03_ILLEGAL_ITERATION_VALUE
297,KE,ERROR,DNSSEC,DS03_NO_RESPONSE_NSEC_QUERY
298,KE,ERROR,DNSSEC,DS10_NON_EXISTENT_RESPONSE_ERROR
299,KE,ERROR,Nameserver,BREAKS_ON_EDNS
300,KE,ERROR,Nameserver,BREAKS_ON_EDNS
301,KE,ERROR,Nameserver,CASE_QUERIES_RESULTS_DIFFER
302,KM,ERROR,Connectivity,ERROR_ASN_DATABASE
303,KM,ERROR,Connectivity,ERROR_ASN_DATABASE
304,KM,ERROR,Connectivity,ERROR_ASN_DATABASE
305,KM,ERROR,Connectivity,ERROR_ASN_DATABASE
306,KM,ERROR,Connectivity,CN04_ERROR_PREFIX_DATABASE
307,KM,ERROR,Connectivity,CN04_ERROR_PREFIX_DATABASE
308,KM,ERROR,Connectivity,CN04_ERROR_PREFIX_DATABASE
309,KM,ERROR,Connectivity,CN04_ERROR_PREFIX_DATABASE
310,KM,ERROR,Delegation,NOT_ENOUGH_IPV6_NS_CHILD
311,KM,ERROR,Delegation,NOT_ENOUGH_IPV6_NS_DEL
312,LR,ERROR,Connectivity,ERROR_ASN_DATABASE
313,LR,ERROR,Connectivity,ERROR_ASN_DATABASE
314,LR,ERROR,Connectivity,ERROR_ASN_DATABASE
315,LR,ERROR,Connectivity,ERROR_ASN_DATABASE
316,LR,ERROR,Connectivity,ERROR_ASN_DATABASE
317,LR,ERROR,Connectivity,ERROR_ASN_DATABASE
318,LR,ERROR,Connectivity,CN04_ERROR_PREFIX_DATABASE
319,LR,ERROR,Connectivity,CN04_ERROR_PREFIX_DATABASE
320,LR,ERROR,Connectivity,CN04_ERROR_PREFIX_DATABASE
321,LR,ERROR,Connectivity,CN04_ERROR_PREFIX_DATABASE
322,LR,ERROR,Connectivity,CN04_ERROR_PREFIX_DATABASE
323,LR,ERROR,Connectivity,CN04_ERROR_PREFIX_DATABASE
324,LS,ERROR,Connectivity,ERROR_ASN_DATABASE
325,LS,ERROR,Connectivity,ERROR_ASN_DATABASE
326,LS,ERROR,Connectivity,ERROR_ASN_DATABASE
327,LS,ERROR,Connectivity,ERROR_ASN_DATABASE
328,LS,ERROR,Connectivity,ERROR_ASN_DATABASE
329,LS,ERROR,Connectivity,ERROR_ASN_DATABASE
330,LS,ERROR,Connectivity,CN04_ERROR_PREFIX_DATABASE
331,LS,ERROR,Connectivity,CN04_ERROR_PREFIX_DATABASE
332,LS,ERROR,Connectivity,CN04_ERROR_PREFIX_DATABASE
333,LS,ERROR,Connectivity,CN04_ERROR_PREFIX_DATABASE
334,LS,ERROR,Connectivity,CN04_ERROR_PREFIX_DATABASE
